ISic,in metadata spreadsheets,analysed yes/no,interpreted,to check?,checked?,type,,subtype,comments,identification based on,string of analyses,photo nextcloud/Isicily?,pXRF pXRF/,dilite in situ digital microscopy/,XRD on sample XRD/,thin section optical microscopy/,isotopes stable isotopes analysis/,EPR EPR/,LA-ICP-MS LA-ICP-MS/,sample yes/,dilite on sample yes/,same object as,Id,roman marbles,After,Before,Ancient,Modern,Material,Inscription Type,Execution Type,Language,Museum
ISic030225,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030226,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030227,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030228,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030229,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030230,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030231,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030232,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030233,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030234,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030235,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030236,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030237,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030238,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030239,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030240,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030241,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030242,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030243,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030244,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030245,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030246,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030247,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030248,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030249,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030250,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030251,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030252,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030253,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030254,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030255,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030256,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030257,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030258,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030259,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030260,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030261,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030262,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030263,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030264,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030265,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030266,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030267,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030268,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030269,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030270,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030271,,,,,,metal.bronze,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030272,,,,,,metal.bronze,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030273,,,,,,metal.bronze,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030274,,,,,,metal.bronze,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030275,,,,,,metal.bronze,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030276,,,,,,metal.bronze,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030277,,,,,,metal.bronze,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030278,,,,,,metal.bronze,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030279,,,,,,metal.bronze,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030280,,,,,,metal.bronze,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030281,,,,,,metal.bronze,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030294,,,,,,metal.bronze,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030295,,,,,,metal.bronze,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030296,,,,,,metal.bronze,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030297,,,,,,metal.bronze,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030298,,,,,,metal.bronze,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030299,,,,,,metal.bronze,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030300,,,,,,metal.bronze,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030301,,,,,,metal.bronze,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030303,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030304,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030305,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030306,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030307,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030308,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030309,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030310,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030311,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030312,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030313,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030314,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030315,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030317,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030319,,,,,,metal.bronze,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030330,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030331,,,,,,metal.bronze,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic030332,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
ISic031001,,,,,,metal.lead,,unverified,,,,,,,,,,,,,,,,,,,,,,,,,
