"
ISic",type wip,subtype dropdown,subtype old,subtype,,Ancient place,Date after,Date before,Type of text,Execution ,Language,Link to image,Museum,ref,,test batch,subtype old,,subtype work in progress,formation,details,placeName,category,text description,macro description,micro description,Notes and comments,certainty,", likely ",location,data to check,Udden–Wentworth scale (BGS),matrix/cement,classification Folk,classification Dunham,unit,formation,member,location,geological age,"visually assessed polished (compact), smooth (soft), rough",-supported,brecciated?,visually assessed colour (fresh cut),visually assessed colour (alteration),veined?,visually assessed visible porosity,stylolites?,predominant grain size by class,predominant crystal size by class,visually assessed homogeneity of grainsize,,OM?,OM grains bio,DM grains bio,DM observations,OM dolomite crystals,DM dolomite crystals,OM grains ooids,OM grains pisoids,OM grains oncoids,OM grains peloids,OM grains intra,OM grains extra,OM grains extra description,OM bio grains description,OM grains extra granulometry max (mm),OM matrix micrite,OM cement sparite,OM cement druse,OM cement fibrous,OM quartz,OM quartz granulometry min (mm),OM quartz granulometry max (mm),OM microsparite and sparite (%),OM micrite (%),glauconite,plagioclase,feldspars,limonite,pyrite,apatite,Fe OX-HOX,chert,dolomite,smell,XRD?,Calcite,Magnesian calcite,Dolomite,Aragonite,Quartz,Fe-oxihydroxides,Clay Minerals,Alkali_Feldspar,Plagioclase,Pyroxene,Sulphates,Sulphides,Olivine,Graphite,other,pXRF?,CaO,SiO2,K2O,Fe2O3,As,Au,Co,pXRF Cr,Cu,Fe,Hg,Mn,Nb,Pb,Rb,Sr,Th,Ti,Y,Zn,Zr
ISic000168,stone.limestone.polishable.red,unspecified,unspecified,unspecified,,,,,,,,,,,,,,,,,,,,,"altered nodular limestone with white nodules, red matrix and deep red veins","mudstone with veins of sparitic calcite and Fe-Mn encrustations; nannoplankton, radiolarians",,,Western Sicilian red limestone (BCH),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000095,stone.limestone.polishable.red,calcare_rosso_SiciliaOCC,sicilia-occidentale,calcare_rosso_SiciliaOCC,,,,,,,,,,,,,,,,,,,,,"breccia with orangish clasts (ca. 10-20 cm), red and white veins","nodules containing extraclasts, mudstone with foraminifera and Fe-Mn veins (saccocoma, sponge spicolae, Fe-Mn encrustation), veins ",,,Western Sicilian red limestone (Buccheri FM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000096,stone.limestone.polishable.red,calcare_rosso_SiciliaOCC,sicilia-occidentale,calcare_rosso_SiciliaOCC,,,,,,,,,,,,,,,,,,,,,"breccia with orangish clasts (ca. 10-20 cm), red and white veins","nodules containing extraclasts, mudstone with foraminifera and Fe-Mn veins (saccocoma, sponge spicolae, Fe-Mn encrustation), veins ",,,Western Sicilian red limestone (Buccheri FM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000098,stone.limestone.polishable.red,calcare_rosso_SiciliaOCC,sicilia-occidentale,calcare_rosso_SiciliaOCC,contorrana?,,,,,,,,,,,,,,,,,,,,red brecciated limestone with white veins and dark stylolites,"wackestone (lamellibranchs, radiolarians, sponge spicules) with Fe-Mn encrustation",,,Western Sicilian red limestone (Buccheri FM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000086,stone.limestone.polishable.red,calcare_rosso_SiciliaOCC,sicilia-occidentale,calcare_rosso_SiciliaOCC,,,,,,,,,,,,,,,,,,,,,reddish breccia,"breccia with white, yellow and reddish nodules, red matrix, red stylolites and whitish veins",,,Western Sicilian red nodular limestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000085,stone.limestone.polishable.white,calcare_bianco_SiciliaOCC,sicilia-occidentale,calcare_bianco_SiciliaOCC,,,,,,,,,,,,,,,,,,,,,white limestone with veins,microcrystalline limestone ,,,Western Sicilian white limestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000258,stone.limestone.polishable.white,calcare_bianco_SiciliaOCC,sicilia-occidentale,calcare_bianco_SiciliaOCC,,,,,,,,,,,,,,,unspecified,,,,,"white limestone, likely Western Sicilian white limestone (microcrystalline limestone ).",white limestone,microcrystalline limestone ,,,Western Sicilian white limestone,,,,,,,,,,,,smooth,,no,grey,,no,no,no,sand,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000519,stone.limestone.polishable.white,calcare_bianco_SiciliaOCC,sicilia-occidentale,calcare_bianco_SiciliaOCC,brecciated,,,,,,,,,,,no,,,unspecified,,,,limestone,"compact white limestone, likely Western Sicilian white limestone (ellipsactinia boundstone??? red algae, benthic foraminifera (actinocyclina), bryozoans???)).",compact white limestone,"ellipsactinia boundstone??? red algae, benthic foraminifera (actinocyclina), bryozoans???)",,,Western Sicilian white limestone,,,,,,,,,,,,polished,grain,no,cream,,no,no,no,sand,micrite,yes,,yes,yes,yes,,,,,,,,,,scaglia,"fossil fragments, algae, gasteropoda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001135,stone.limestone.polishable.white,calcare_bianco_SiciliaOCC,sicilia-occidentale,calcare_bianco_SiciliaOCC,,,,,,,,,,,,no,limestone,limestone,limestone,,,,limestone,"compact whitish limestone with veins , likely Western Sicilian white limestone (grainstone sparitic calcite).",compact whitish limestone with veins ,grainstone sparitic calcite,,,Western Sicilian white limestone,,,,,,,,,,,,polished,,no,pale cream,,no,no,no,sand,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000090,stone.limestone.polishable.grey,calcare_grigio_SiciliaOCC,sicilia-occidentale,calcare_grigio_SiciliaOCC,,,,,,,,,,,,,,,,,,,,,grey limestone with veins and stylolites,"crystalline limestone with fossils (orbitolina?), yellowish calcite veins and stylolites",,,Western Sicilian white limestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000091,stone.limestone.polishable.grey,calcare_grigio_SiciliaOCC,sicilia-occidentale,calcare_grigio_SiciliaOCC,brecciated,,,,,,,,,,,,,,unspecified,,,,,"white brecciated and fossil-bearing limestone, likely Western Sicilian white limestone (crystalline limestone with visible porosity and fossils).",white brecciated and fossil-bearing limestone,crystalline limestone with visible porosity and fossils,,,Western Sicilian white limestone,,,,,,,,,,,,smooth,,no,grey,,no,no,no,gravel,,no,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000100,stone.limestone.polishable.grey,calcare_grigio_SiciliaOCC,sicilia-occidentale,calcare_grigio_SiciliaOCC,,,,,,,,,,,,no,,,unspecified,,,,calcarenite,"crystalline limestone with vesicles and fossils, likely Western Sicilian white limestone (druse calcite in bioclastic ghosts).",crystalline limestone with vesicles and fossils,druse calcite in bioclastic ghosts,,,Western Sicilian white limestone,,,,grainstone,,,,,,,,smooth,,no,yellow,,no,yes,no,sand,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000108,stone.limestone.polishable.grey,calcare_grigio_SiciliaOCC,sicilia-occidentale,calcare_grigio_SiciliaOCC,,,,,,,,,,,,,,,unspecified,,,,,"crystalline limestone with vesicles and fossils, likely Western Sicilian white limestone (druse calcite in bioclastic ghosts).",crystalline limestone with vesicles and fossils,druse calcite in bioclastic ghosts,,,Western Sicilian white limestone,,,,,,,,,,,,smooth,,no,grey,,no,yes,no,sand,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000042,stone.limestone.non-polishable.whitish,calcarenite_biancastra_SiciliaOCC,sicilia-occidentale-whitish,calcarenite_biancastra_SiciliaOCC,,,,,,,,,,,,,,,unspecified,,,,,"white limestone, likely Western Sicilian white limestone (fossil-bearing limestone).",white limestone,fossil-bearing limestone,,,Western Sicilian white limestone,,,,,,,,,,,,smooth,,no,whitish,,yes,yes,no,sand,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000812,stone.limestone.polishable.white,calcare_bianco_SiciliaOCC,sicilia-occidentale,calcare_bianco_SiciliaOCC,"brecciated, with scaglia-tipe frr",,,,,,,,,,,,,,,,,,,,"compact fossil-rich limestone with cm-sized nodules of compact whitish limestone with chonchoidal fracture, visible fossils and fine veins","grainstone with algae, gasteropoda, and recrystallized calcite; wackestone with foraminifera, sponge spiculae, radiolarians",,,"Western Sicilian white limestone (megabreccia LEG, CRI, SCA, LTM)",,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000509,stone.limestone.polishable.white,calcare_bianco_SiciliaOCC,sicilia-occidentale,calcare_bianco_SiciliaOCC,"brecciated, with scaglia-tipe frr",,,,,,,,,,,no,scaglia_FM,scaglia_FM,calcilutite,amerillo,,,breccia with scaglia nodules,"compact fossil-rich limestone with compact whitish limestone with chonchoidal fracture nodules, likely white brecciated limestone (Pellegrino FM, Crisanti FM) (grainstone with orbitolina (?) and nodules of packstone with foraminifera and disperesed iron oxides).",compact fossil-rich limestone with compact whitish limestone with chonchoidal fracture nodules,grainstone with orbitolina (?) and nodules of packstone with foraminifera and disperesed iron oxides,,2,"white brecciated limestone (Pellegrino FM, Crisanti FM)",,,,wackestone-packstone,,,sicanian,amerillo,,,,polished,grain,yes,whitish,,yes,no,yes,sand,micrite,no,,yes,yes,yes,,,,,,,,,,,planktonic foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000510,stone.limestone.polishable.white,calcare_bianco_SiciliaOCC,sicilia-occidentale,calcare_bianco_SiciliaOCC,"brecciated, with scaglia-tipe frr",,,,,,,,,,,,,,,,,,,"compact fossil-rich limestone with compact whitish limestone with chonchoidal fracture nodules, likely white brecciated limestone (Pellegrino FM, Crisanti FM) (grainstone with orbitolina, sparitic and recrystallized calcite and nodules of packstone with foraminifera, sponge spiculae, globigerinoids, radiolarians).",compact fossil-rich limestone with compact whitish limestone with chonchoidal fracture nodules,"grainstone with orbitolina, sparitic and recrystallized calcite and nodules of packstone with foraminifera, sponge spiculae, globigerinoids, radiolarians",,,"white brecciated limestone (Pellegrino FM, Crisanti FM)",,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000514,stone.limestone.polishable.white,calcare_bianco_SiciliaOCC,sicilia-occidentale,calcare_bianco_SiciliaOCC,"brecciated, with scaglia-tipe frr",,,,,,,,,,,no,,,unspecified,,,,limestone,"white limestone with scaglia-type nodules, likely white brecciated limestone (Pellegrino FM, Crisanti FM) (grainstone of sparitic calcite and micrite).",white limestone with scaglia-type nodules,grainstone of sparitic calcite and micrite,,,"white brecciated limestone (Pellegrino FM, Crisanti FM)",,,,grainstone,,,,,,,,polished,matrix,yes,white,,yes,yes,no,,sparite,yes,,yes,no,no,,,,,,,,,,scaglia,"fossil fragments, algae, gasteropoda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic003658,stone.limestone.non-polishable.whitish,"calcarenite_ibleiOR, calcarenite_biancastra_SiciliaOCC","iblei-orientali, iblei-occidentali","calcarenite_ibleiOR, calcarenite_biancastra_SiciliaOCC",,,,,,,,,,,,no,"Melilli, Noto","Melilli, Noto",Melilli/Noto,,,,calcarenite,"whitish calcarenite , likely iblean calcarenite (packstone with planktonic foraminifera and sponge spicolae?).",whitish calcarenite ,packstone with planktonic foraminifera and sponge spicolae?,,,iblean calcarenite,,,,,,,,,,,,smooth,,no,yellowish,brownish,no,no,no,sand,,,,yes,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000043mortars,,,,,,,,,,,,,,,,,,,unspecified,,,,,", likely  ().",,,,,,,,,,,,,,,,,smooth,,no,whitish,brown,yes,yes,no,sand,,no,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000085g,,,,,,,,,,,,,,,,,,,unspecified,,,,,", likely  ().",,,,,,,,,,,,,,,,,smooth,,yes,grey,,no,no,no,sand,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000085o,,,,,,,,,,,,,,,,,,,unspecified,,,,,", likely  ().",,,,,,,,,,,,,,,,,smooth,,yes,orange,,yes,no,no,sand,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000086g,,,,,,,,,,,,,,,,,,,unspecified,,,,,"reddish brecciated limestone with yellowish veins, likely  ().",reddish brecciated limestone with yellowish veins,,,,,,,,,,,,,,,,polished,matrix,yes,grey,,yes,no,no,,sparite,-,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000086p,,,,,,,,,,,,,,,,,,,unspecified,,,,,"reddish brecciated limestone with yellowish veins, likely  ().",reddish brecciated limestone with yellowish veins,,,,,,,,,,,,,,,,polished,matrix,yes,pink,,no,no,no,sand,na,yes,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000086r,,,,,,,,,,,,,,,,,,,unspecified,,,,,"reddish brecciated limestone with yellowish veins, likely  ().",reddish brecciated limestone with yellowish veins,,,,,,,,,,,,,,,,polished,matrix,yes,red,,no,no,no,,sparite,yes,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000086w,,,,,,,,,,,,,,,,,,,unspecified,,,,,"reddish brecciated limestone with yellowish veins, likely  ().",reddish brecciated limestone with yellowish veins,,,,,,,,,,,,,,,,polished,matrix,yes,whitish,,no,no,no,sand,sparite,yes,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000090b,,,,,,,,,,,,,,,,,,,unspecified,,,,,", likely  ().",,,,,,,,,,,,,,,,,smooth,,yes,brown,,no,no,yes,mud,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000090g,,,,,,,,,,,,,,,,,,,unspecified,,,,,", likely  ().",,,,,,,,,,,,,,,,,smooth,,yes,light grey,,no,no,no,sand,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000090o,,,,,,,,,,,,,,,,,,,unspecified,,,,,", likely  ().",,,,,,,,,,,,,,,,,smooth,,yes,orange,,yes,no,no,sand,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000090w,,,,,,,,,,,,,,,,,,,unspecified,,,,,", likely  ().",,,,,,,,,,,,,,,,,smooth,,yes,white,,yes,no,no,gravel,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000093b,,,,,,,,,,,,,,,,,,,unspecified,,,,,", likely  ().",,,,,,,,,,,,,,,,,smooth,,yes,brown,,no,no,yes,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000093g,,,,,,,,,,,,,,,,,,,unspecified,,,,,", likely  ().",,,,,,,,,,,,,,,,,smooth,,yes,grey,,no,no,no,sand,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000093o,,,,,,,,,,,,,,,,,,,unspecified,,,,,", likely  ().",,,,,,,,,,,,,,,,,smooth,,yes,orange,,yes,no,no,sand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000096b,,,,,,,,,,,,,,,,,,,unspecified,,,,,"breccia with orangish clasts, red and white veins, likely  (brecciated limestone).","breccia with orangish clasts, red and white veins",brecciated limestone,,,,Sicily,,,,,,,,,,,polished,matrix,yes,brown,,no,no,yes,mud,na,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000096o,,,,,,,,,,,,,,,,,,,unspecified,,,,,"breccia with orangish clasts, red and white veins, likely  (brecciated limestone).","breccia with orangish clasts, red and white veins",brecciated limestone,,,,Sicily,,,,,,,,,,,polished,grain,yes,orange,,no,no,no,sand,na,,,no,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000096pi,,,,,,,,,,,,,,,,,,,unspecified,,,,,"breccia with orangish clasts, red and white veins, likely  (brecciated limestone).","breccia with orangish clasts, red and white veins",brecciated limestone,,,,Sicily,,,,,,,,,,,polished,matrix,yes,dark pink,,yes,no,no,sand,na,,,no,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000096pu,,,,,,,,,,,,,,,,,,,unspecified,,,,,"breccia with orangish clasts, red and white veins, likely  (brecciated limestone).","breccia with orangish clasts, red and white veins",brecciated limestone,,,,Sicily,,,,,,,,,,,polished,matrix,yes,purple,,yes,no,no,sand,na,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000096w,,,,,,,,,,,,,,,,,,,unspecified,,,,,"breccia with orangish clasts, red and white veins, likely  (brecciated limestone).","breccia with orangish clasts, red and white veins",brecciated limestone,,,,Sicily,,,,,,,,,,,polished,matrix,yes,white,,yes,no,no,,sparite,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000096y,,,,,,,,,,,,,,,,,,,unspecified,,,,,"breccia with orangish clasts, red and white veins, likely  (brecciated limestone).","breccia with orangish clasts, red and white veins",brecciated limestone,,,,Sicily,,,,,,,,,,,polished,matrix,yes,yellow,,no,no,no,sand,na,,,no,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000117g,,,,,,,,,,,,,,,,,,,unspecified,,,,,", likely  ().",,,,,,,,,,,,,,,,,smooth,,yes,grey,,no,no,no,sand,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000117w,,,,,,,,,,,,,,,,,,,unspecified,,,,,", likely  ().",,,,,,,,,,,,,,,,,smooth,,yes,white,,yes,no,no,mud,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000126g,,,,,,,,,,,,,,,,,,,unspecified,,,,,", likely  ().",,,,,,,,,,,,,,,,,smooth,,yes,grey,,no,no,no,sand,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000126w,,,,,,,,,,,,,,,,,,,unspecified,,,,,", likely  ().",,,,,,,,,,,,,,,,,smooth,,yes,white,,yes,no,no,sand,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000135pi,,,,,,,,,,,,,,,,yes,giallo_antico,giallo_antico,Numidicum,,,Chemtou,brecciated_limestone,"yellow nodular stone with deep orange veins , likely  (microcrystalline limestone  with plagioclases and sparry patches).",yellow nodular stone with deep orange veins ,microcrystalline limestone  with plagioclases and sparry patches,,,,North-Africa,,na,na,,,,,,krystel,,polished,matrix,yes,dark pink,,yes,no,no,,sparite,,,yes,no,no,,,,,,,,,yes,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000135y,,,,,,,,,,,,,,,,yes,giallo_antico,giallo_antico,Numidicum,,,Chemtou,brecciated_limestone,"yellow nodular stone with deep orange veins , likely  (microcrystalline limestone  with plagioclases and sparry patches).",yellow nodular stone with deep orange veins ,microcrystalline limestone  with plagioclases and sparry patches,,,,North-Africa,,na,microsparite and sparite,,,,,,krystel,,polished,matrix,yes,yellow,,no,no,no,,sparite,,,yes,no,no,,,,,,,,,yes,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000188g,,,,,,,,,,,,,,,,,,,unspecified,,,,,", likely  ().",,,,,,,,,,,,,,,,,smooth,,yes,grey,,yes,no,no,sand,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000188w,,,,,,,,,,,,,,,,,,,unspecified,,,,,", likely  ().",,,,,,,,,,,,,,,,,smooth,,yes,white,,no,no,no,sand,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000230b,,,,,,,,,,,,,,,,,,,unspecified,,,,,", likely  ().",,,,,,,,,,,,,,,,,smooth,,no,brown,,yes,no,no,sand,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000230g,,,,,,,,,,,,,,,,,,,unspecified,,,,,", likely  ().",,,,,,,,,,,,,,,,,smooth,,no,grey,,no,no,no,sand,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000231dg,,,,,,,,,,,,,,,,no,,,unspecified,,,,calcilutite,"grey compact limestone with laminations, veins and chonchoidal fracture, likely  (packstone with foraminifera, iron oxides and fine veins).","grey compact limestone with laminations, veins and chonchoidal fracture","packstone with foraminifera, iron oxides and fine veins",,,,,,,wackestone,,,,,,,,smooth,,yes,dark grey,,yes,no,no,sand,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000231g,,,,,,,,,,,,,,,,no,,,unspecified,,,,calcilutite,"grey compact limestone with laminations, veins and chonchoidal fracture, likely  (packstone with foraminifera, iron oxides and fine veins).","grey compact limestone with laminations, veins and chonchoidal fracture","packstone with foraminifera, iron oxides and fine veins",,,,,,,wackestone,,,,,,,,smooth,,yes,grey,,no,no,no,sand,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000284b,,,,,,,,,,,,,,,,,,,unspecified,,,,marmor luculleum,", likely  ().",,,,,,,,,,,,,,,,,polished,matrix,yes,black,,yes,no,no,na,na,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000284g,,,,,,,,,,,,,,,,,,,unspecified,,,,marmor luculleum,", likely  ().",,,,,,,,,,,,,,,,,polished,matrix,yes,grey,,yes,no,no,na,na,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000284pu,,,,,,,,,,,,,,,,,,,unspecified,,,,marmor luculleum,", likely  ().",,,,,,,,,,,,,,,,,polished,matrix,yes,purple,,yes,no,no,na,na,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000284r,,,,,,,,,,,,,,,,,,,unspecified,,,,marmor Luculleum,", likely  ().",,,,,,,,,,,,,,,,,polished,matrix,yes,red,,yes,no,no,na,na,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000284w,,,,,,,,,,,,,,,,,,,unspecified,,,,marmor luculleum,", likely  ().",,,,,,,,,,,,,,,,,polished,matrix,yes,white,,yes,no,no,na,na,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000508ltm,,,,,,,,,,,,,,,,,,,unspecified,,,,tipo scaglia,", likely  ().",,,,,,,,,,,,,,,,,polished,matrix,no,whitish,,no,no,yes,mud,,no,,no,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000508w,,,,,,,,,,,,,,,,,,,unspecified,,,,tipo scaglia,", likely  ().",,,,,,,,,,,,,,,,,polished,grain,yes,white,,yes,no,no,,sparite,yes,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic000513g,,,,,,,,,,,,,,,,,,,unspecified,,,,tipo scaglia,", likely  ().",,,,,,,,,,,,,,,,,polished,grain,no,grey,,yes,no,yes,sand,,yes,,no,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
