ISic,in metadata spreadsheets,analysed yes/no,interpreted,to check?,checked?,type,,subtype,comments,identification based on,string of analyses,photo nextcloud/Isicily?,pXRF pXRF/,dilite in situ digital microscopy/,XRD on sample XRD/,thin section optical microscopy/,isotopes stable isotopes analysis/,EPR EPR/,LA-ICP-MS LA-ICP-MS/,sample yes/,dilite on sample yes/,same object as,Id,roman marbles,After,Before,Ancient,Modern,Material,Inscription Type,Execution Type,Language,Museum,
ISic000098,ISic000098,yes,yes,yes,yes,stone.breccia,TRUE,,,"identification based on pXRF, digital microscopy, XRD, optical microscopy","pXRF, digital microscopy, XRD, optical microscopy",,pXRF,digital microscopy,XRD,optical microscopy,,,,yes,yes,,ISic000098,no,-21,-1,Thermae Himeraeae,Termini Imerese,breccia,honorific,chiselled,Latin,Museo Civico Baldassare Romano,
ISic000099,ISic000099,yes,no,,,stone.limestone,TRUE,,,identification based on digital microscopy,digital microscopy,,,digital microscopy,,,,,,,,,ISic000099,,69,100,Thermae Himeraeae,Termini Imerese,limestone,funerary,chiselled,Latin,Museo Civico Baldassare Romano,
ISic000100,ISic000100,yes,yes,yes,yes,stone.limestone,TRUE,,,"identification based on pXRF, digital microscopy, XRD, optical microscopy","pXRF, digital microscopy, XRD, optical microscopy",,pXRF,digital microscopy,XRD,optical microscopy,,,,yes,yes,,ISic000100,,101,200,Thermae Himeraeae,Termini Imerese,limestone,honorific,chiselled,Latin,Museo Civico Baldassare Romano,
ISic000101,ISic000101,yes,yes,yes,yes,stone.limestone,TRUE,,,"identification based on pXRF, digital microscopy, XRD, optical microscopy","pXRF, digital microscopy, XRD, optical microscopy",,pXRF,digital microscopy,XRD,optical microscopy,,,,yes,yes,,ISic000101,,-21,54,Thermae Himeraeae,Termini Imerese,limestone,building,chiselled,Latin,Museo Civico Baldassare Romano,
ISic000102,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic000102,,1,300,Thermae Himeraeae,Termini Imerese,stone,building,chiselled,Latin,Museo Civico Baldassare Romano,
ISic000103,ISic000103,yes,yes,yes,yes,stone.limestone,TRUE,,,"identification based on pXRF, digital microscopy, XRD, optical microscopy","pXRF, digital microscopy, XRD, optical microscopy",,pXRF,digital microscopy,XRD,optical microscopy,,,,yes,yes,,ISic000103,,1,300,Thermae Himeraeae,Termini Imerese,limestone,funerary,chiselled,Latin,Museo Civico Baldassare Romano,
ISic000104,ISic000104,yes,yes,no,no,stone.marble,TRUE,,,"identification based on pXRF, digital microscopy, XRD, optical microscopy, stable isotopes analysis, EPR, LA-ICP-MS","pXRF, digital microscopy, XRD, optical microscopy, stable isotopes analysis, EPR, LA-ICP-MS",,pXRF,digital microscopy,XRD,optical microscopy,stable isotopes analysis,EPR,LA-ICP-MS,yes,yes,,ISic000104,yes,-21,50,Thermae Himeraeae,Termini Imerese,marble,buildingpossibly honorific,alveolatae,Latin,Museo Civico Baldassare Romano,
ISic000105,,no,no,,,stone.marble,FALSE,unspecified,,identification based on visual observation only,visual observation only,,,,,,,,,,,,ISic000105,,1,200,Thermae Himeraeae,Termini Imerese,marble,building,chiselled,Latin,Museo Civico Baldassare Romano,
ISic000106,,no,no,,,stone.marble,FALSE,unspecified,,identification based on visual observation only,visual observation only,,,,,,,,,,,,ISic000106,,1,300,Thermae Himeraeae,Termini Imerese,limestone,honorific,chiselled,Latin,Museo Civico Baldassare Romano,
ISic000107,ISic000107,yes,yes,,,stone.marble,TRUE,,,"identification based on pXRF, digital microscopy","pXRF, digital microscopy",,pXRF,digital microscopy,,,,,,,,,ISic000107,,1,300,Thermae Himeraeae,Termini Imerese,marble,dedication,chiselled,Latin,Museo Civico Baldassare Romano,
ISic000108,ISic000108,yes,no,,,stone.limestone,TRUE,,,identification based on digital microscopy,digital microscopy,,,digital microscopy,,,,,,,,,ISic000108,,101,200,Thermae Himeraeae,Termini Imerese,limestone,honorific,chiselled,Latin,Museo Civico Baldassare Romano,
ISic000109,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic000109,,1,300,Thermae Himeraeae,Termini Imerese,marble,unknown,chiselled,Latin,unknown,
ISic000110,,no,no,,,stone.unspecified,FALSE,unspecified,,identification based on visual observation only,visual observation only,,,,,,,,,,,,ISic000110,,101,300,Thermae Himeraeae,Termini Imerese,limestone,building,chiselled,Latin,Museo Civico Baldassare Romano,
ISic000111,,no,no,,,stone.unspecified,FALSE,unspecified,,identification based on visual observation only,visual observation only,,,,,,,,,,,,ISic000111,,1,300,Thermae Himeraeae,Termini Imerese,limestone,testamentary,chiselled,Latin,Museo Civico Baldassare Romano,
ISic000112,,no,no,,,stone.marble,FALSE,unspecified,,identification based on visual observation only,visual observation only,,,,,,,,,,,,ISic000112,,1,100,Thermae Himeraeae,Termini Imerese,marble,building,chiselled,Latin,Museo Civico Baldassare Romano,
ISic000113,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic000113,,1,300,Thermae Himeraeae,Termini Imerese,stone,unknown,chiselled,Latin,unknown,
ISic000114,ISic000114,yes,yes,yes,no,stone.limestone,TRUE,,,"identification based on pXRF, digital microscopy, XRD, optical microscopy","pXRF, digital microscopy, XRD, optical microscopy",,pXRF,digital microscopy,XRD,optical microscopy,,,,yes,yes,,ISic000114,,1,300,Thermae Himeraeae,Termini Imerese,limestone,funerary,chiselled,Latin,Museo Civico Baldassare Romano,
ISic000115,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic000115,,1,300,Thermae Himeraeae,Termini Imerese,stone,funerary,chiselled,Latin,unknown,
ISic000116,,no,no,,,stone.unspecified,FALSE,unspecified,,identification based on visual observation only,visual observation only,,,,,,,,,,,,ISic000116,,1,300,Thermae Himeraeae,Termini Imerese,limestone,funerary,chiselled,Latin,Museo Civico Baldassare Romano,
ISic000117,ISic000117,yes,no,,,stone.calcilutite,TRUE,,,"identification based on pXRF, digital microscopy","pXRF, digital microscopy",,pXRF,digital microscopy,,,,,,,,,ISic000117,,1,300,Thermae Himeraeae,Termini Imerese,limestone,funerary,chiselled,Latin,Museo Civico Baldassare Romano,
ISic000118,,no,no,,,stone.unspecified,FALSE,unspecified,,identification based on visual observation only,visual observation only,,,,,,,,,,,,ISic000118,,1,250,Thermae Himeraeae,Termini Imerese,conglomerate,funerary,chiselled,Latin,Museo Civico Baldassare Romano,
ISic000119,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic000119,,1,250,Thermae Himeraeae,Termini Imerese,stone,funerary,chiselled,Latin,unknown,
ISic000120,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic000120,,51,300,Thermae Himeraeae,Termini Imerese,marble,funerary,chiselled,Latin,unknown,
ISic000121,ISic000121,yes,yes,yes,yes,stone.marble,TRUE,,,"identification based on pXRF, digital microscopy, XRD, optical microscopy, stable isotopes analysis, EPR, LA-ICP-MS","pXRF, digital microscopy, XRD, optical microscopy, stable isotopes analysis, EPR, LA-ICP-MS",,pXRF,digital microscopy,XRD,optical microscopy,stable isotopes analysis,EPR,LA-ICP-MS,yes,yes,,ISic000121,,1,300,Thermae Himeraeae,Termini Imerese,marble,funerary,chiselled,Latin,Museo Civico Baldassare Romano,
ISic000122,,no,no,,,stone.marble,FALSE,unspecified,,identification based on visual observation only,visual observation only,,,,,,,,,,,,ISic000122,,101,300,Thermae Himeraeae,Termini Imerese,marble,funerary,chiselled,Latin,Museo Civico Baldassare Romano,
ISic000123,,no,no,,,stone.unspecified,FALSE,unspecified,,identification based on visual observation only,visual observation only,,,,,,,,,,,,ISic000123,,51,250,Thermae Himeraeae,Termini Imerese,limestone,funerary,chiselled,Latin,Museo Civico Baldassare Romano,
ISic000124,,no,no,,,stone.marble,FALSE,unspecified,,identification based on visual observation only,visual observation only,,,,,,,,,,,,ISic000124,,101,300,Thermae Himeraeae,Termini Imerese,marble,funerary,chiselled,Latin,Museo Civico Baldassare Romano,
ISic000125,ISic000125,yes,no,,,stone.calcilutite,TRUE,,,"identification based on pXRF, digital microscopy","pXRF, digital microscopy",,pXRF,digital microscopy,,,,,,,,,ISic000125,,1,300,Thermae Himeraeae,Termini Imerese,limestone,funerary,chiselled,Latin,Museo Civico Baldassare Romano,
ISic000126,ISic000126,yes,no,,,stone.limestone,TRUE,,,identification based on digital microscopy,digital microscopy,,,digital microscopy,,,,,,,,,ISic000126,,-100,50,Thermae Himeraeae,Termini Imerese,limestone,funerary,chiselled,Latin,Museo Civico Baldassare Romano,
ISic000127,,no,no,,,stone.marble,FALSE,unspecified,,identification based on visual observation only,visual observation only,,,,,,,,,,,,ISic000127,,51,300,Thermae Himeraeae,Termini Imerese,marble,funerary,chiselled,Latin,Museo Civico Baldassare Romano,
ISic000128,ISic000128,yes,no,,,stone.calcarenite,TRUE,,,"identification based on pXRF, digital microscopy","pXRF, digital microscopy",,pXRF,digital microscopy,,,,,,,,,ISic000128,,1,300,Thermae Himeraeae,Termini Imerese,limestone,funerary,chiselled,Latin,Museo Civico Baldassare Romano,
ISic000129,,no,no,,,stone.unspecified,FALSE,unspecified,,identification based on visual observation only,visual observation only,,,,,,,,,,,,ISic000129,,1,300,Thermae Himeraeae,Termini Imerese,marble,unknown,chiselled,Latin,Museo Civico Baldassare Romano,
ISic000130,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic000130,,1,300,Thermae Himeraeae,Termini Imerese,stone,funerary,chiselled,Latin,unknown,
ISic000131,ISic000131,yes,yes,yes,yes,stone.calcarenite,TRUE,,,"identification based on pXRF, digital microscopy, XRD, optical microscopy","pXRF, digital microscopy, XRD, optical microscopy",,pXRF,digital microscopy,XRD,optical microscopy,,,,yes,yes,,ISic000131,,1,300,Thermae Himeraeae,Termini Imerese,limestone,funerary,chiselled,Latin,Museo Civico Baldassare Romano,
ISic000132,ISic000132,yes,yes,,,stone.marble,TRUE,,,identification based on digital microscopy,digital microscopy,,,digital microscopy,,,,,,,,,ISic000132,,1,300,Thermae Himeraeae,Termini Imerese,marble,funerary,chiselled,Latin,Museo Civico Baldassare Romano,
ISic000133,,no,no,,,stone.calcilutite,FALSE,unspecified,,identification based on visual observation only,visual observation only,,,,,,,,,,,,ISic000133,,1,300,Thermae Himeraeae,Termini Imerese,limestone,funerary,chiselled,Latin,Museo Civico Baldassare Romano,
ISic000134,,no,no,,,stone.marble,FALSE,unspecified,,identification based on visual observation only,visual observation only,,,,,,,,,,,,ISic000134,,1,300,Thermae Himeraeae,Termini Imerese,marble,funerary,chiselled,Latin,Museo Civico Baldassare Romano,
ISic000135,ISic000135,yes,yes,yes,yes,stone.breccia,TRUE,,,"identification based on pXRF, digital microscopy, XRD, optical microscopy","pXRF, digital microscopy, XRD, optical microscopy",,pXRF,digital microscopy,XRD,optical microscopy,,,,yes,yes,,ISic000135,no,101,200,Thermae Himeraeae,Termini Imerese,marble,funerary,chiselled,Latin,Museo Civico Baldassare Romano,
ISic000136,ISic000136,yes,no,,,stone.calcarenite,TRUE,,,identification based on digital microscopy,digital microscopy,,,digital microscopy,,,,,,,,,ISic000136,,1,300,Thermae Himeraeae,Termini Imerese,limestone,funerary,chiselled,Latin,Museo Civico Baldassare Romano,
ISic000137,ISic000137,yes,no,,,stone.calcite_limestone,TRUE,,,"identification based on pXRF, digital microscopy","pXRF, digital microscopy",,pXRF,digital microscopy,,,,,,,,,ISic000137,,1,300,Thermae Himeraeae,Termini Imerese,limestone,funerary,chiselled,Latin,Museo Civico Baldassare Romano,
ISic000138,ISic000138,yes,no,yes,,stone.marble,TRUE,,,identification based on digital microscopy,digital microscopy,,,digital microscopy,,,,,,,,,ISic000138,,1,300,Thermae Himeraeae,Termini Imerese,marble,funerary,chiselled,Latin,Museo Civico Baldassare Romano,
ISic000139,ISic000139,yes,yes,,,stone.marble,TRUE,,,"identification based on pXRF, digital microscopy","pXRF, digital microscopy",,pXRF,digital microscopy,,,,,,,,,ISic000139,,1,300,Thermae Himeraeae,Termini Imerese,marble,funerary,chiselled,Latin,Museo Civico Baldassare Romano,
ISic000140,,no,no,,,stone.marble,FALSE,unspecified,,identification based on visual observation only,visual observation only,,,,,,,,,,,,ISic000140,,51,200,Thermae Himeraeae,Termini Imerese,marble,funerary,chiselled,Latin,Museo Civico Baldassare Romano,
ISic000141,,no,no,,,stone.marble,FALSE,unspecified,,identification based on visual observation only,visual observation only,,,,,,,,,,,,ISic000141,,101,200,Thermae Himeraeae,Termini Imerese,marble,funerary,chiselled,Latin,Museo Civico Baldassare Romano,
ISic000142,ISic000142,yes,no,no,,stone.marble,TRUE,,,"identification based on pXRF, ?","pXRF, ?",,pXRF,?,,,,,,,,,ISic000142,,1,300,Thermae Himeraeae,Termini Imerese,marble,funerary,chiselled,Latin,Museo Civico Baldassare Romano,
ISic000143,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic000143,,1,300,Thermae Himeraeae,Termini Imerese,stone,funerary,chiselled,Latin,unknown,
ISic000144,,no,no,,,stone.unspecified,FALSE,unspecified,,identification based on visual observation only,visual observation only,,,,,,,,,,,,ISic000144,,1,300,Thermae Himeraeae,Termini Imerese,limestone,funerary,chiselled,Latin,Museo Civico Baldassare Romano,
ISic000145,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic000145,,1,300,Thermae Himeraeae,Termini Imerese,marble,funerary,chiselled,Latin,unknown,
ISic000146,ISic000146,yes,yes,yes,yes,stone.calcite_limestone,TRUE,,,"identification based on pXRF, digital microscopy, XRD, optical microscopy","pXRF, digital microscopy, XRD, optical microscopy",,pXRF,digital microscopy,XRD,optical microscopy,,,,yes,yes,,ISic000146,,1,200,Thermae Himeraeae,Termini Imerese,limestone,funerary,chiselled,Latin,Museo Civico Baldassare Romano,
ISic000147,ISic000147,yes,no,,,stone.calcite_limestone,TRUE,,,identification based on digital microscopy,digital microscopy,,,digital microscopy,,,,,,,,,ISic000147,,1,200,Thermae Himeraeae,Termini Imerese,limestone,funerary,chiselled,Latin,Museo Civico Baldassare Romano,
ISic000148,ISic000148,yes,yes,no,no,stone.marble,TRUE,,,"identification based on pXRF, digital microscopy, XRD, optical microscopy, stable isotopes analysis, EPR, LA-ICP-MS","pXRF, digital microscopy, XRD, optical microscopy, stable isotopes analysis, EPR, LA-ICP-MS",,pXRF,digital microscopy,XRD,optical microscopy,stable isotopes analysis,EPR,LA-ICP-MS,yes,yes,,ISic000148,yes,1,50,Thermae Himeraeae,Termini Imerese,marble,funerary,chiselled,Latin,Museo Civico Baldassare Romano,
ISic000149,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic000149,,1,300,Thermae Himeraeae,Termini Imerese,stone,funerary,chiselled,Latin,unknown,
ISic000150,,no,no,,,stone.marble,FALSE,unspecified,,identification based on visual observation only,visual observation only,,,,,,,,,,,,ISic000150,,1,300,Thermae Himeraeae,Termini Imerese,marble,funerary,chiselled,Latin,Museo Civico Baldassare Romano,
ISic000151,ISic000151,yes,no,,,stone.marble,TRUE,,,identification based on digital microscopy,digital microscopy,,,digital microscopy,,,,,,,,,ISic000151,,1,250,Thermae Himeraeae,Termini Imerese,marble,funerary,chiselled,Latin,Museo Civico Baldassare Romano,
ISic000152,,no,no,,,stone.marble,FALSE,unspecified,,identification based on visual observation only,visual observation only,,,,,,,,,,,,ISic000152,,1,300,Thermae Himeraeae,Termini Imerese,marble,funerary,chiselled,Latin,Museo Civico Baldassare Romano,
ISic000153,,no,no,,,stone.marble,FALSE,unspecified,,identification based on visual observation only,visual observation only,,,,,,,,,,,,ISic000153,,1,300,Thermae Himeraeae,Termini Imerese,marble,funerary,chiselled,Latin,Museo Civico Baldassare Romano,
ISic000154,ISic000154,yes,yes,,,stone.marble,TRUE,,,identification based on digital microscopy,digital microscopy,,,digital microscopy,,,,,,,,,ISic000154,,1,250,Thermae Himeraeae,Termini Imerese,limestone,funerary,chiselled,Latin,Museo Civico Baldassare Romano,
ISic000155,,no,no,,,stone.marble,FALSE,unspecified,,identification based on visual observation only,visual observation only,,,,,,,,,,,,ISic000155,,1,250,Thermae Himeraeae,Termini Imerese,marble,funerary,chiselled,Latin,Museo Civico Baldassare Romano,
ISic000156,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic000156,,1,250,Thermae Himeraeae,Termini Imerese,stone,funerary,chiselled,Latin,Museo Civico Baldassare Romano,
ISic000157,,no,no,,,stone.marble,FALSE,unspecified,,identification based on visual observation only,visual observation only,,,,,,,,,,,,ISic000157,,151,200,Thermae Himeraeae,Termini Imerese,marble,funerary,chiselled,Latin,Museo Civico Baldassare Romano,
ISic000158,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic000158,,1,250,Thermae Himeraeae,Termini Imerese,marble,funerary,chiselled,Latin,unknown,
ISic000159,,no,no,,,stone.marble,FALSE,unspecified,,identification based on visual observation only,visual observation only,,,,,,,,,,,,ISic000159,,1,100,Thermae Himeraeae,Termini Imerese,marble,funerary,chiselled,Latin,Museo Civico Baldassare Romano,
ISic000160,,no,no,,,stone.marble,FALSE,unspecified,,identification based on visual observation only,visual observation only,,,,,,,,,,,,ISic000160,,301,400,Thermae Himeraeae,Termini Imerese,marble,funerary,chiselled,Latin,Museo Civico Baldassare Romano,
ISic000161,ISic000161,yes,yes,,,stone.marble,TRUE,,,"identification based on pXRF, digital microscopy","pXRF, digital microscopy",,pXRF,digital microscopy,,,,,,,,,ISic000161,,151,250,Thermae Himeraeae,Termini Imerese,marble,funerary,chiselled,Latin,Museo Civico Baldassare Romano,
ISic000162,ISic000162,yes,yes,,,stone.marble,TRUE,,,"identification based on pXRF, digital microscopy","pXRF, digital microscopy",,pXRF,digital microscopy,,,,,,,,,ISic000162,,151,250,Thermae Himeraeae,Termini Imerese,marble,funerary,chiselled,Latin,Museo Civico Baldassare Romano,
ISic000163,ISic000163,yes,no,yes,yes,stone.marble,TRUE,,,"identification based on pXRF, digital microscopy, XRD, optical microscopy, stable isotopes analysis, EPR, LA-ICP-MS","pXRF, digital microscopy, XRD, optical microscopy, stable isotopes analysis, EPR, LA-ICP-MS",,pXRF,digital microscopy,XRD,optical microscopy,stable isotopes analysis,EPR,LA-ICP-MS,yes,yes,,ISic000163,,151,250,Thermae Himeraeae,Termini Imerese,marble,funerary,chiselled,Latin,Museo Civico Baldassare Romano,
ISic000164,ISic000164,yes,yes,,,stone.marble,TRUE,,,"identification based on pXRF, digital microscopy","pXRF, digital microscopy",,pXRF,digital microscopy,,,,,,,,,ISic000164,,151,250,Thermae Himeraeae,Termini Imerese,marble,funerary,chiselled,Latin,Museo Civico Baldassare Romano,
ISic000165,ISic000165,yes,no,,,stone.calcite_limestone,TRUE,,,"identification based on pXRF, digital microscopy","pXRF, digital microscopy",,pXRF,digital microscopy,,,,,,,,,ISic000165,,101,300,Thermae Himeraeae,Termini Imerese,marble,funerary,chiselled,Latin,Museo Civico Baldassare Romano,
ISic000166,,no,no,,,,FALSE,unverified,,no verification,"no analyses, no visual identification",no,,,,,,,,,,,ISic000166,,1,300,Thermae Himeraeae,Termini Imerese,stone,funerary,chiselled,Latin,unknown,
ISic000167,ISic000167,yes,no,no,,stone.marble,TRUE,,,identification based on digital microscopy,digital microscopy,,,digital microscopy,,,,,,,,,ISic000167,,1,300,Thermae Himeraeae,Termini Imerese,marble,funerary,chiselled,Latin,Museo Civico Baldassare Romano,
